Date,E72119,H89777,F85464,H25081,H90004,F24440,G54244,H90047,H75846,B89546,H87666,H70121,H75906,I83509,F88857,H70826,E20204,F81043,E11600,E90081,H88608,C89731,H89262,E89070,E10382,I65752,H86222,E37381,H75811,I35124,H85414,E78705,E83910,H77369,H90108,E89216,H90495,E37402,I87510,I86122,G82171,E42614,H83683,I75912,G89866,H85789,G82777,D34367,E92583,E87034,D11308,H50702,E86242,H72231,H88290,I79698,E30648,F12758,E87268,I83303,H71175,H41187,H89897,H77120,D84010,E79108,C63132,I89927,G81481,D88660,H89050,G88901,H84767,H83218,E25452,E82651,H90082,I74500,H89995,E88839,F29647,G76360,H78943,C76279,H89994,G77584,H89323,D81084,H80779,H88291,E11825
Y2011M9,-0.157303,-0.001093,-0.083624,-0.098476,-0.068605,-0.045155,0.009059,-0.011089,-0.190542,-0.012317,-0.120517,-0.194165,-0.039093,0.01182,-0.085193,0.007715,-0.155266,-0.140999,-0.126705,-0.097592,-0.102869,-0.093168,-0.12367,-0.05994,-0.154002,-0.158781,0.005574,-0.147727,0.006029,-0.065674,-0.049641,-0.109091,-0.169057,-0.026277,-0.06301,-0.217202,-0.155413,-0.091633,-0.26442,-0.17378,-0.055353,-0.167296,0.041716,-0.145556,-0.05625,-0.221435,-0.084482,-0.028219,-0.201754,-0.168482,-0.034351,-0.250243,-0.100923,-0.050524,-0.140466,-0.021056,-0.109107,-0.154183,-0.148942,-0.124088,-0.109601,0.010824,0.003707,-0.135135,0.068376,-0.135834,-0.192888,-0.229267,0.051939,-0.011702,0.027661,0.00717,-0.150391,-0.122011,-0.09808,-0.054839,-0.096774,-0.016241,-0.048666,-0.034325,-0.053613,0,0.021356,-0.217111,-0.112531,-0.023858,-0.178122,-0.176056,-0.141252,-0.061198,-0.090909
Y2011M10,0.133333,0.022184,0.193916,0.11232,0.102657,0.0905,0.108425,0.031762,0.166667,0.072486,0.060109,0.156055,0.18534,0.070633,0.05068,0.025481,0.23592,0.121341,0.204301,-0.009831,0.156244,0.249511,0.078907,-0.015894,0.135587,0.192088,0.008983,-0.102222,-0.026966,0.140581,0.013229,-0.078231,-0.035758,0.05466,0.076511,0.288291,0.172932,0.147099,0.180198,-0.0369,-0.034211,0.182477,0.036613,0.354356,0.207781,0.112756,0.20457,0.061706,-0.069597,0.248642,0.011249,0.327296,0.151379,0.067063,0.096105,0.104675,0.12247,0.179056,0.185563,-0.125,0.142414,0.043245,0.021867,0.178791,0.258182,0.318862,-0.047396,0.084124,0.064147,-0.014614,0.016101,0.071358,0.07656,0.084949,0.267692,0.061333,0.054464,-0.01533,0.060152,0.080569,0.057395,-0.096774,-0.042967,0.247944,0.13858,0.222309,-0.129564,0.128205,0.065794,0.103017,0.020253
Y2011M11,-0.023529,0.002633,-0.009554,-0.012916,-0.00559,0.023579,0.006231,0.030539,-0.181149,-0.003634,-0.273587,-0.043908,0.073404,0.088302,0.054706,0.017733,0.093856,-0.006122,-0.022998,0.110638,0.003656,0.103692,0.056259,-0.039521,0.006015,0.093962,-0.001186,-0.19802,0.00231,0.091208,-0.046291,-0.114391,-0.209719,0.00856,-0.013218,0.085313,-0.018854,0.126274,-0.25302,-0.172414,0.129519,0.06234,0.020971,0,0.046265,0.003071,0.026026,0.329915,-0.082677,0.029202,-0.009075,-0.076023,0.022371,0.000374,-0.045964,-0.017913,-0.082056,0.021041,-0.065551,0.019048,-0.055789,0.035136,0.035149,-0.092193,-0.013295,-0.038593,-0.161177,-0.219736,0.019135,0.126589,0.001455,0.001095,-0.008019,-0.048511,-0.163835,-0.001498,-0.00254,0.02515,0.009318,-0.030702,-0.010603,-0.035714,0.013017,-0.118644,-0.042651,-0.103232,-0.058187,0.060606,-0.091946,-0.000425,-0.034739
Y2011M12,-0.036145,0.010261,0.028939,0.026963,0.025354,0.070808,-0.164087,0.035111,-0.048561,0.054705,0.030607,0.0907,0.113349,-0.010958,-0.008723,0.027586,-0.026672,0.043841,-0.029493,-0.048531,0.020834,0.108897,0.008219,0.056775,-0.03707,0.087354,-0.004623,0.030864,-0.034562,-0.026355,0.028625,0,0.174757,0.045647,0.044186,0.054726,-0.039085,-0.014102,-0.014675,-0.023148,0.03871,0.070226,0.010846,-0.12338,-0.01474,0.12551,0.029052,-0.017995,0.025751,0.024147,0.040756,0.118971,0.025711,0.02003,-0.013537,-0.080888,0.121542,0.018438,0.086462,-0.065421,-0.063972,0.021999,0.009603,0.133497,-0.110428,0.099174,0.065163,-0.139706,0.01988,-0.012224,0.020404,0.076586,0.059488,0.012422,0.031205,-0.074375,-0.078098,-0.030374,0.02636,-0.124434,0.076185,-0.148148,0.030628,0.008547,0.024996,0.022773,0.00431,0.035714,0.047488,0.016111,0.002571
Y2012M1,-0.04375,0.068253,0.071875,0.072481,0.034673,-0.060968,0.04963,0.052288,0.319471,-0.046335,0.080994,0.13579,0.030097,0.00943,0.008503,0.05654,0.027617,0.102395,0.078594,0.045638,0.080173,0.107189,0.085598,0.137215,0.049984,-0.018824,0.061285,0.167665,0.095465,0.098221,0.055138,0.075,0.115702,-0.045051,0.064126,0.101132,0.072393,0.055497,-0.161094,-0.004739,0.032764,-0.040674,0.01823,0.378423,0.083777,0.019056,0.065968,0.306283,-0.008368,0.072593,-0.034872,0.176245,0.0832,0.042039,0.088813,0.090308,0.156828,0.00639,0.073633,0.34,0.088514,-0.020015,0.078695,0.140773,0.145209,0.179377,0.133333,0.070513,0.020335,0.143741,0.088179,-0.026132,0.049877,0.030946,0.059033,0.169075,0.152855,0.00241,0.04166,0.049096,-0.020878,0.086957,0.031371,0.233051,0.076036,0.072425,0.085837,0.751724,0.094417,0.048172,0.117949
Y2012M2,-0.019608,0.000293,-0.045189,0.073003,0.038851,-0.007189,0.069866,-0.02722,0.010029,0.014503,0.097902,0.015977,-0.093827,-0.064222,-0.018347,-0.010442,0.017292,0.038571,0.025702,0.200257,0.017415,0.08774,0,0,0.122117,0.048304,0.041749,0.482051,0.11329,0.083099,-0.013064,-0.085271,-0.167901,0.028007,0.008906,0.068006,0.059115,-0.013731,0.014493,0.095238,-0.082995,0.030686,0.090633,0.060787,-0.022699,0.054319,0.044594,0.109218,-0.084388,0.080939,0.034503,0.105049,-0.136364,0.026149,0.067451,0.061989,-0.145468,0.008013,-0.126616,-0.11194,0.009636,-0.022736,-0.001309,0.108056,0.066705,0.056466,0.056747,0.093014,0.04375,-0.057095,0.012589,0.102937,-0.009943,0.044168,-0.022163,0.035001,0.070287,0.09375,0.016782,0.022168,0.002941,0.04,0.003391,0.137457,0.043742,0.029567,0.181818,0.181102,-0.005563,0.040481,0.083716
Y2012M3,-0.033333,0.052182,-0.048855,0.093297,0.028394,0.019436,-0.014512,-0.014151,0.028369,-0.056469,0.094346,0.06198,0.098093,-0.063639,-0.001731,-0.002449,-0.001441,-0.017841,0.038104,-0.085562,0.029776,0.19391,-0.002522,0.06107,-0.038735,0.011438,0.005271,-0.179931,-0.010704,0.061118,-0.015042,0.055085,0.164688,-0.106775,0.01819,0.010291,-0.041952,-0.03107,0.407143,0.043478,0.031903,-0.022727,0.060136,0.046442,-0.021657,0.138514,0.048734,-0.01626,-0.004608,0.0345,0.066705,0.137854,0.01087,-0.010986,-0.014328,0.059116,0.018717,0.152093,0.005965,0.134454,0.062039,0.011976,0.004884,0.024235,0.0062,-0.012931,-0.220694,-0.209642,0.067563,-0.040339,-0.042071,-0.011343,0.026921,0.027926,-0.087225,0.034152,0.08209,-0.006593,0.042264,-0.055422,-0.007656,-0.238385,0.00113,0.058157,0.064217,0.06634,0.086956,0.096667,0.007692,0.042557,0.022222
Y2012M4,0.17931,0.005919,-0.032103,-0.010507,-0.009189,0.015935,-0.025435,0.033654,-0.045517,-0.012121,0.034192,0.046167,0.001667,-0.03145,0.009827,0.04417,-0.090103,-0.023637,0.023175,0.02924,-0.018614,0.014318,-0.055626,-0.021002,-0.14227,-0.042649,0.005288,-0.033755,-0.044177,0.023284,0.031606,-0.004016,0.090446,-0.027294,-0.023829,-0.113481,-0.027481,-0.059628,0,-0.166667,0.070757,-0.01907,0.000915,-0.227631,0.073147,0,-0.111912,-0.164371,0.041667,0.076923,0.031212,-0.077276,0.010753,0.017478,-0.045471,0.027205,-0.034301,0.00368,-0.064623,-0.059259,-0.02594,0.046943,0.021179,-0.003973,0.117064,-0.222707,-0.008403,0.001386,0.075881,-0.029893,0.028992,-0.021012,0.024477,-0.00839,-0.009139,-0.092273,-0.055172,-0.03542,-0.003996,0.017857,0.011732,2.999596,0.026964,-0.02641,-0.016075,-0.031733,-0.034872,-0.039514,0.012144,0.012425,0.02381
Y2012M5,-0.052632,-0.016629,-0.160862,-0.049969,-0.059143,-0.013343,0.001374,-0.030841,-0.180636,0.056748,-0.144861,-0.05312,-0.026206,-0.13126,-0.025758,0.015852,-0.135509,-0.116107,-0.09888,-0.214773,-0.078617,-0.04684,-0.03079,-0.036231,-0.122723,-0.099561,-0.007556,-0.065502,-0.09874,0.017365,0.018382,-0.048387,-0.126168,-0.110606,-0.034828,-0.019255,-0.117739,0.030959,-0.180203,-0.1,-0.104331,-0.099099,-0.009141,-0.063948,0.089387,0.001485,-0.027133,-0.248352,-0.311111,-0.011751,-0.020833,-0.088715,-0.084879,-0.013881,-0.0574,-0.071233,-0.149362,-0.204714,0.035588,-0.023622,-0.159646,0.051997,0.034607,-0.025071,-0.031175,-0.201124,-0.234746,-0.1509,0.014952,-0.123627,0.018213,-0.016521,-0.086225,-0.103546,-0.182168,-0.05148,0.131387,-0.006858,-0.033432,-0.102757,-0.015791,-0.424242,0.01129,-0.23827,-0.081381,-0.152447,-0.125399,0.186709,-0.051532,-0.039347,-0.064712
Y2012M6,-0.067901,0.028691,0.156126,0.014464,0.047573,-0.027235,0.131687,0.041473,0.137566,0.075472,0.056311,0.098842,0.185818,-0.089325,0.058966,0.031373,-0.039852,0.18502,0.023378,0.041245,0.048943,0.114047,0.031073,0.064138,0.117668,0.168666,0.028268,-0.186916,0.107226,0.077693,0.04272,-0.118644,0.030749,-0.024859,0.017444,-0.065872,0.019795,0.035999,-0.120743,-0.166667,-0.063165,0.086842,0.067593,0.037624,-0.084385,0.077094,-0.085901,0.163743,0.019355,0.091397,0.053125,0.181388,0.081695,0.032081,0.013256,0.05826,0.094218,0.030796,0.059025,-0.072581,-0.041103,0.032959,-0.002747,0.029223,0.017822,0.151899,0.086379,-0.08913,0.042838,-0.000784,0.051272,0.026595,0.069676,0.05813,0.06485,-0.003886,-0.109677,-0.030046,0.059031,0.053073,0.046053,-0.144737,0.000366,0.090472,0.048691,0.010986,0.041312,0.098667,0.067181,0.033597,-0.086487
Y2012M7,0.07947,0.010011,-0.136752,-0.016281,0.011798,0.033066,-0.007273,0.011815,0.04186,-0.021592,-0.003676,-0.025122,0.111313,-0.112,0.007826,-0.006369,0.072018,0.02673,-0.038879,-0.052106,-0.003002,-0.053683,0.021918,-0.084369,-0.04824,-0.001283,0.024519,-0.143678,0.023158,0.256144,0.038737,-0.038462,0.002594,0.12085,0.076068,0.14064,0.05817,0.034254,-0.084507,-0.046667,0.1119,-0.116223,0.061578,0.027672,0.058894,-0.002066,0.052326,-0.0201,-0.075949,-0.063479,0.03338,-0.041389,0.027825,0.025352,-0.004906,0.031127,-0.153543,0.109357,-0.096803,-0.052174,-0.00575,-0.001052,0.056362,-0.002288,0.093872,0.042735,0.005097,-0.25537,-0.064312,0.008745,0.027377,0.107446,0.010451,0.01615,0.030439,-0.025041,0.057985,-0.076168,0.006242,-0.018568,0.032524,0,0.024596,-0.085613,0.001288,-0.01769,-0.205368,-0.038835,-0.062951,0.00431,-0.021302
Y2012M8,-0.006135,0.017275,-0.047525,0.016551,0.014841,0.017699,-0.043956,-0.046151,0.068452,-0.048966,0.094224,0.026936,-0.041436,0.018801,-0.019967,-0.003866,-0.018718,0.006678,-0.001926,0.058635,0.0372,0.139648,-0.021448,0.048362,0.004452,0.004175,0.030442,-0.234899,-0.065844,0.069565,-0.006885,0.0139,-0.072445,-0.090643,-0.00208,0.107353,0.04658,0.086516,-0.019231,-0.51049,0.09336,0.00274,0.081699,-0.013463,0.068214,0.017253,0.008293,0.208974,-0.058219,0.087932,-0.074257,0.10585,0.080421,0.012431,0.040263,0.112638,0.030233,-0.035897,0.035645,0.834862,0.032822,-0.057915,-0.005484,0.007454,0.008226,0.01171,0.488844,0.292468,-0.043107,0.047571,-0.024278,0.072638,0.005716,0.021048,-0.02172,0.034977,0.123272,0,0.016734,0.035135,0.045839,-0.282103,-0.001797,0.125483,0.030868,0.177657,0.171806,-0.088384,-0.003359,0.033105,-0.216445
Y2012M9,-0.08642,0.039861,-0.111663,0.015956,0.029039,0.026087,-0.03576,0.025222,0.153203,0.084119,-0.005565,-0.00082,0.058203,0.025759,0.045478,0.078023,0.051066,0.026594,0.053074,0.033241,0.034505,0.041361,0.03453,0.097443,0.077736,0.018548,0.026698,0.026316,0.040206,0.078455,0.001733,-0.043298,0.039052,-0.105693,0.018037,-0.01356,0.039896,0.006687,0.133333,-0.228571,-0.046292,0.043989,0.077331,0.024471,-0.020933,0.000678,-0.026551,0.008484,0.058182,0.017891,0.020989,0.008906,-0.041068,0.00823,0.056872,-0.066815,0.067045,0.147872,0.185243,-0.17,-0.014864,-0.008293,0.033333,0.038133,0.024697,-0.015046,-0.073569,0.046497,0.002491,-0.002726,0.063509,0.054116,0.00203,0.034497,0.015986,0.039157,-0.008537,0.005155,0.038734,0.104439,0.000725,-0.092792,0.02854,-0.092633,0.027979,-0.002415,0.051378,0.00554,-0.003745,0.029632,0.118827
Y2012M10,0.013514,0.001478,0.071872,-0.039936,-0.003917,0.045303,-0.029139,0.005587,0.054348,0.06087,0.067585,-0.035275,-0.082174,-0.026987,-0.05289,-0.048606,0.05134,-0.03757,-0.034085,-0.006702,-0.0235,0.054937,-0.026702,-0.050429,-0.088896,0.029199,-0.034394,0.034188,-0.034409,-0.102902,-0.041568,0.175258,0.038926,-0.111233,-0.007048,0.024332,-0.049745,0.020717,0.058823,-0.237037,-0.031077,-0.02905,0.039409,-0.073036,0.129624,-0.040027,0.10584,0.023133,0.216495,0.039082,-0.019773,0.042245,-0.109743,0.005472,-0.057549,0.006943,-0.062833,0.10797,-0.086358,0.192771,0.061915,-0.016344,0.00091,0.06074,-0.071659,0.043478,0.002941,0.185427,-0.174363,0.13839,-0.004842,-0.00686,-0.042029,0.0244,-0.08156,-0.018241,0.093481,0.089744,-0.013386,-0.049645,-0.006372,0.229921,0.038434,-0.008497,0.015873,-0.001321,0.039356,0.101928,-0.006015,-0.013407,0.034483
Y2012M11,0.016667,0.013896,-0.034934,-0.00738,-0.007352,-0.007815,0.020464,-0.028816,-0.123711,0.037831,0.116632,0.027563,-0.111738,0.190678,0.003454,0.029065,0.017627,-0.02062,0.077633,0.275304,0.015981,0.071882,-0.021948,0.02741,0.039931,0.09579,0.01788,0,0.026726,0.085714,-0.08798,-0.026316,0.001292,-0.036876,-0.037395,0.022411,-0.025144,0.25568,-0.202614,0.140777,-0.022229,-0.004043,0.083277,0.003469,0.049363,-0.065018,-0.021984,0.141829,-0.062147,0.050749,0.026762,0.017544,-0.040459,0.001368,0.075337,0.031674,0.109091,-0.078803,0.048927,0.010101,0.005424,-0.025502,-0.002602,-0.004685,-0.043115,0.060811,0.148827,-0.045477,0.046903,0.006558,0.024486,0.035344,-0.035638,0.038904,0.011583,0.033492,-0.014623,0.216471,0.009691,-0.0199,-0.03115,0.203585,0.031016,0.045758,-0.009014,0.132389,-0.00461,-0.19,-0.027318,0.025305,-0.013333
Y2012M12,-0.102295,-0.010921,-0.00905,0.030416,0.021185,-0.014353,0.032086,-0.014224,0.065359,-0.00243,-0.029272,0.021794,0.017063,0.067616,0.015967,-0.042875,0.090481,-0.014626,-0.000882,-0.047619,0.030214,0.003945,0.037303,0.013188,0.152332,0.05902,0.011442,0.22314,0.175705,0.041796,-0.015625,0.144144,-0.061118,0.023302,-0.010765,0.023885,0.012896,0.048613,0.168033,0.085106,0.049674,0.103654,0.097179,0.111605,-0.03653,0.099773,0.041563,0.29883,-0.084337,0.002472,-0.04404,0.058824,0.230333,0.005495,0.024402,-0.038847,0.117526,0.085087,0.095462,-0.13,0.021089,0.009233,0.004727,0.052301,-0.202277,0.175159,0.031908,0.186387,-0.02827,0.085175,-0.063553,-0.029002,0.028858,0.024073,0.007634,0.030396,-0.10907,-0.125725,-0.00085,0.111675,0.028725,0.228723,-0.065362,0.048314,0.042905,-0.035386,0.087558,0.123457,0.032832,-0.000526,0.002703
Y2013M1,0.011687,0.042928,0.03653,0.132498,0.063605,0.050035,0.004534,0.065071,0.188957,0.107795,0.098379,0.056604,-0.023183,-0.015152,0.075697,0.033727,0.08643,0.123308,0.054279,0.222222,0.061291,0.083497,0.042877,0.119112,0.058753,0.151682,0.030156,0.263514,0.04428,-0.02526,0.059117,0.161417,0.113573,0.138553,0.062821,0.017717,0.0862,-0.002993,0.168421,0.237451,0.124515,0.077244,-0.049143,0.029765,0.061137,-0.002751,0.049615,-0.068607,0.348816,0.095011,0.02731,0.045352,-0.043478,0.008242,-0.016153,0.119296,-0.03321,0.009346,0.048245,0.034483,0.125841,0.072792,0.00305,0.089178,0.076526,-0.140018,-0.008658,-0.125772,-0.014053,0.056822,0.024491,0.171799,0.045874,0.070896,0.071154,0.051079,0.149485,0.076159,0.076043,0.134703,0.034467,0.199134,0.048111,0.241739,0.059824,0.047939,0.111229,0.043956,0.057832,0.062673,0.010782
Y2013M2,-0.097473,-2.6e-05,0.030837,0.000582,0.013112,-0.013626,-0.010961,0.002808,0.03096,-0.040132,-0.030808,0.080126,-0.034191,0.068923,-0.015963,-0.01273,0.075179,0.03601,-0.008142,0.172727,0.014682,-0.097731,0.041114,0.004826,0.008211,0.001141,0.005046,0.069519,-0.021201,-0.012576,0.041695,0.016949,-0.00995,-0.062552,-0.00381,-0.009738,0.006255,0.019626,0.039039,-0.08097,0.05125,0.029593,0.031851,-0.001726,-0.053595,0.055172,0.078362,-0.055804,0.126671,0.027126,0.039742,-0.011388,-0.105743,0.005479,0.008955,-0.033974,-0.040076,0.046717,0.004337,-0.016667,0.049764,0.012236,0.005899,-0.058878,0.249365,0.076681,-0.033063,-0.026249,0.129907,-0.064965,0.005063,0.000988,-0.018759,0.002091,-0.0386,0.012559,-0.039238,0.019692,0.012707,0.156942,0.014633,0.028881,0.01058,0.089636,0.016049,-0.042112,0.026692,0.144737,0.044534,0.008239,-0.073333
Y2013M3,0.2448,0.012181,-0.066239,0.050611,0.040372,0.208427,0.003911,0.051412,0.09009,0.103093,-0.021513,0.08,0.023324,0.084053,0.018418,0.006984,0.038676,0.032902,0.026135,0.007752,0.040116,0.081824,-0.001284,0.006137,-0.019096,-0.063612,0.008129,0.025,0.095785,-0.00193,0.054874,-0.013333,0.005063,0.033089,0.019247,0.017907,0.020008,0.003623,0.15896,0.03431,0.014472,0.013597,-0.005263,0.101556,0.026899,0.066013,0.005391,0.158392,-0.153643,0.078212,0.051653,0.074238,-0.063025,0.013699,-0.013314,0.093449,-0.063618,0.067551,0.020573,0.084746,0.154475,0.026677,-0.030327,0.028592,0.091217,0.109268,0.276774,0.108346,0.071816,0.029588,-0.038552,0.065191,0.006185,0.020862,-0.068161,0.012834,0.012676,0.179843,0.061716,-0.017391,0.048533,0,-0.014576,-0.042417,0.040114,0.041062,0.052925,-0.068965,0.008104,0.0518,-0.116547
Y2013M4,-0.068123,0.006303,-0.002288,0.008345,0.022127,0.040976,0,0.057449,0.072544,0.048287,0.032979,0.015488,0.081181,-0.120552,-0.00266,0.002202,-0.036341,0.035664,-0.002121,-0.145385,0.001649,0.012089,-0.032134,0.016352,-0.06012,-0.056245,0.035736,-0.019512,0.13,0.054911,0.003147,-0.081014,-0.054156,-0.007343,0.040118,0.053929,-0.008124,-0.003161,0.062344,-0.349892,-0.092995,0.000109,-0.047619,-0.058062,0.106618,-0.018405,-0.077874,0.030612,0.025575,-0.023468,0.046736,0.069108,-0.05253,0.043342,0.049475,0.063224,0.022436,0.031262,0.113647,0.032969,-0.008142,0.021292,0.025258,0.081535,0.167391,0.109938,0.237494,0.028064,-0.017964,-0.054396,0.023139,-0.007486,0.025218,0.038828,0,-0.016079,-0.066991,-0.115601,0.028461,-0.093805,0.003641,0.108772,0.008633,0.008725,0.024665,0.045016,-0.034392,-0.002469,-0.013632,0.023768,-0.087948
Y2013M5,-0.062069,-0.04747,-0.080275,0.089379,0.025829,-0.062957,0.287013,-0.087505,0.019692,0.113422,0.050646,-0.051574,0.020478,0.147041,0.0176,-0.067922,0.115177,-0.02028,-0.013932,-0.153015,0.042748,-0.052745,0.01328,0.026946,0.078891,-0.069401,-0.024925,-0.044776,-0.123894,-0.039589,-0.148055,0.058819,0.079893,-0.00167,0.003676,0.02892,0.020281,0.003624,0.007042,0.641026,0.063276,0.10687,-0.056173,0.045814,0.016611,0.0725,0.049112,-0.072607,0.012469,0.032097,-0.05528,-0.031838,0.07269,-0.064398,-0.025714,-0.021435,0.155695,0.006618,0.080446,0.023547,0.021155,-0.064311,-0.050325,0.077605,0.24229,0.07607,-0.206615,0.417197,0.010093,-0.079143,-0.051942,-0.010041,-0.058678,-0.025246,0.035642,0.046645,0.176398,-0.07461,0.01932,-0.007812,-0.046522,-0.018038,-0.070447,0.097139,0.037132,0.101545,0.082192,-0.09901,-0.045733,0.023717,0.153571
Y2013M6,-0.075735,-0.014504,0.074813,0.012915,-0.010319,0.004862,-0.0444,0.007955,-0.052057,0.044929,0.011958,-0.045198,0.008547,-0.134246,0.004628,-0.038235,0.002845,-0.057238,-0.01766,-0.064825,-0.008177,-0.082227,-0.069149,-0.042924,-0.029162,0.049348,-0.028858,-0.010417,0.045455,-0.115649,-0.044919,0.003403,0.016169,-0.047133,-0.02498,0.005994,-0.027714,-0.025051,-0.067599,0.484375,0.075147,0.009458,0.043364,-0.023098,0.051879,0.032051,-0.063022,0.000712,0.37931,0.012346,0.010002,-0.050779,-0.148195,-0.056681,-0.024927,0.006713,0.135624,0.002191,-0.004697,0.344828,0.03125,-0.032862,-0.025,0.011317,0.032672,0.056701,0.094184,0.047512,0.058285,-0.069529,-0.039594,0.048278,-0.031095,-0.016006,-0.038348,0.034536,0.070064,-0.0625,-0.006184,-0.074803,-0.06914,-0.029939,-0.051908,-0.055185,-0.008963,-0.0273,0.048101,-0.123626,-0.075849,0.004306,-0.100619
Y2013M7,-0.077168,-0.03158,0.106729,0.068039,0.053838,0.102896,-0.003168,0.022123,0.0062,0.036611,0.095544,0.04216,0.083086,0.132867,0.107725,-0.067789,0.016355,0.038609,0.046875,0.085227,0.074266,-0.03739,-0.005714,0.113958,0.020706,0.035403,0.002083,-0.005263,0.006441,0.204143,-0.05171,0.190311,0.112607,0.02518,0.041843,0.147113,0.03356,0.076674,0.055,0.063158,-0.002119,0.098185,0.102015,0.103954,0.012427,0.110169,0.048928,0.133001,0.31425,0.112798,-0.000748,0.096398,0.168773,-0.004948,0.024812,0.052992,-0.056,0.120627,0.032639,-0.186813,0.082227,0.053339,-0.081546,0.162428,0.141476,0.148084,0.074318,0.121667,0.055271,0.055486,-0.073172,0.003303,0.042301,0.041885,0.101871,0.008896,0.003968,0.033333,0.076398,0.138298,0.006582,-0.066476,-0.063002,0.01733,0.050864,0.079969,0.097424,-0.263323,-0.005308,0.05646,0.032702
Y2013M8,0.081034,0.00381,0.104822,-0.039962,-0.036772,-0.058556,0.038136,-0.064293,-0.024648,0.126078,-0.051687,-0.080344,-0.089726,-0.102523,-0.074004,-0.03049,-0.052381,-0.080742,-0.020756,-0.020942,-0.033833,-0.04844,-0.045977,-0.052588,-0.009714,-0.004848,-0.010806,-0.063492,-0.0672,-0.078853,-0.020973,-0.113372,-0.015402,0.041526,-0.01102,-0.011561,-0.016235,-0.087349,0.208531,0.178218,-0.01288,-0.094028,0.021143,-0.037297,0.121596,-0.01374,-0.061149,-0.138732,-0.086932,-0.044138,-0.047405,-0.095169,0.15016,-0.035303,-0.011005,-0.033994,-0.15339,-0.081125,0.095345,-0.162162,-0.066688,-0.050263,0.003478,-0.069866,-0.080731,-0.012443,0.144921,0.257377,-0.017707,-0.031094,-0.023075,0.002057,-0.099708,-0.01675,0.139623,-0.020705,-0.066206,0.032258,-0.033767,-0.076635,-0.007992,-0.274021,-0.024473,-0.016404,-0.051025,-0.075027,0.069699,-0.182979,-0.102244,-0.037844,-0.033333
Y2013M9,0.204147,0.010924,0.091082,-0.033301,0.022978,0.024993,0.05101,0.049615,0.086643,-0.021882,0.050608,0.028081,0.068849,0.130383,0.035261,0.056885,0.074203,0.070876,0.035425,-0.048128,0.066825,0.104898,0.072948,0.041092,0.040509,0.019231,0.012007,0.056554,0.111176,0.052529,0.022279,-0.114754,0.474099,0.038098,-0.000415,0.076257,0.030059,0.078972,0.170588,-0.180672,0.044848,0.144987,-0.065279,0.091676,0.089945,0.031476,0.070395,0.097668,-0.035714,0.096286,-0.000524,0.008086,-0.031111,0.05,0.032641,0.035018,0.098691,0.072624,0.081579,-0.021505,0.030816,0.003599,0.017591,0.084029,0.142726,0.074985,0.09675,0.268144,0.08463,0.108092,0.051177,0.039993,0.046376,0.065758,-0.050497,0.074456,0.079365,0.06875,0.036617,0.064777,0.05623,0.151961,0.04,0.258499,0.030603,0.043839,0.028121,0.057292,0.015741,0.057192,0.075862
Y2013M10,0.02649,-0.001503,0.027826,0.101501,0.045852,0.028228,0.075739,0.03914,0.049003,0.043624,0.052862,0.091047,-0.005313,0.073545,0.031888,-0.014509,0.029674,-0.024911,0.084994,0.129214,0.036282,0.030017,0.021246,0.064889,-0.059789,-0.061887,0.044754,-0.064221,-0.00156,0.229945,0.018135,0.155555,0.053476,0.029189,0.022993,0.093675,0.039132,0.022081,0.204355,0.128205,-0.013555,0.021419,-0.087297,-0.024596,0.036398,0.108325,-0.061217,0.199203,0.04321,0.040393,0.044615,-0.030481,0.210436,0.002496,0.042744,-0.0175,-0.12374,0.185861,0.186394,0.006044,0.04747,0.058566,0.033676,-0.02396,-0.213849,-0.16781,-0.133194,-0.070339,0.021694,0.026568,0.02815,0.063973,0.030227,0.029572,0.008842,-0.049807,0.039409,0.084795,0.036504,0.112167,0.019438,0.046809,0.004202,0.059633,0.036756,-0.090842,0.040027,0.049261,-0.049225,0.050014,-0.1875
Y2013M11,-0.01671,-0.00389,0.010152,0.047344,0.031785,-0.067209,-0.027978,-0.034288,0.019794,0.059664,0.049381,-0.06676,0.057336,0.106703,0.056977,-0.030812,-0.014016,-0.054724,0.009659,-0.059702,0.041404,0.006447,0.033287,0.045044,0.085478,0.097345,-0.004272,-0.034286,0.014062,0.058912,-0.138253,-0.00641,-0.073241,-0.034924,-0.012747,0.020097,-0.029452,0.002567,0.215577,0.436364,-0.031203,0.148968,-0.022427,0.17219,0.003633,0.0819,0.010606,0.129568,-0.047337,0.055598,0.022744,0.003309,0.080323,-0.011002,-0.009301,0.096692,0.042887,0.082419,0.075878,0.032223,0.057656,-0.035755,-0.043119,0.109025,0.071523,0.063552,0.019308,-0.119344,-0.047089,0.073535,-0.078047,0.044262,-0.03831,0.002329,0.006135,-0.013773,0.007583,-0.021563,0.050549,0.008748,0.015162,0.004024,-0.020185,0.067821,0.03758,0.084185,0.177037,0.183099,-0.009728,0.034728,0.009862
